idade,etnia,genero,casa_propria,outras_rendas,estado_civil,escolaridade,inadimplente
43,Negro,Masculino,0,0,Viúvo,Fundamental,1
54,Amarelo,Feminino,1,0,Viúvo,Médio,0
43,Indígena,Feminino,1,0,Divorciado,Pós-graduação,1
40,Amarelo,Masculino,1,0,Casado,Pós-graduação,0
26,Branco,Feminino,1,1,Casado,Superior,1
29,Indígena,Masculino,1,1,Casado,Médio,1
18,Negro,Feminino,0,1,Casado,Fundamental,1
18,Pardo,Feminino,0,1,Casado,Médio,1
64,Pardo,Feminino,1,0,Casado,Médio,1
51,Branco,Masculino,1,0,Casado,Pós-graduação,0
49,Negro,Feminino,1,0,Solteiro,Médio,0
65,Negro,Feminino,0,1,Casado,Superior,0
42,Amarelo,Feminino,1,0,Divorciado,Pós-graduação,0
57,Pardo,Masculino,0,1,Solteiro,Fundamental,1
62,Amarelo,Masculino,1,1,Solteiro,Médio,1
18,Negro,Masculino,1,0,Solteiro,Médio,0
33,Branco,Masculino,0,1,Viúvo,Médio,1
56,Branco,Feminino,1,0,Solteiro,Pós-graduação,1
22,Indígena,Masculino,1,0,Viúvo,Superior,1
39,Branco,Masculino,0,0,Divorciado,Fundamental,1
46,Pardo,Masculino,1,0,Viúvo,Pós-graduação,0
20,Indígena,Masculino,0,1,Viúvo,Superior,1
29,Pardo,Feminino,0,0,Solteiro,Pós-graduação,0
43,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,1
33,Amarelo,Masculino,1,0,Divorciado,Médio,1
68,Branco,Masculino,0,0,Solteiro,Superior,0
54,Indígena,Masculino,1,0,Viúvo,Fundamental,1
39,Pardo,Feminino,1,0,Casado,Superior,0
46,Pardo,Masculino,0,1,Divorciado,Superior,0
31,Negro,Masculino,1,1,Casado,Fundamental,0
45,Branco,Feminino,1,1,Casado,Superior,1
22,Amarelo,Feminino,0,1,Viúvo,Superior,1
64,Negro,Masculino,1,0,Viúvo,Superior,0
66,Amarelo,Feminino,0,0,Solteiro,Fundamental,0
47,Amarelo,Feminino,1,1,Viúvo,Médio,1
63,Pardo,Masculino,1,0,Casado,Superior,1
69,Amarelo,Feminino,0,0,Divorciado,Superior,1
22,Indígena,Masculino,1,1,Solteiro,Superior,0
29,Amarelo,Masculino,1,1,Viúvo,Superior,1
33,Indígena,Feminino,1,0,Divorciado,Pós-graduação,1
43,Amarelo,Masculino,0,0,Divorciado,Fundamental,1
43,Negro,Feminino,0,1,Viúvo,Fundamental,0
65,Pardo,Masculino,0,1,Casado,Fundamental,1
38,Negro,Feminino,0,0,Divorciado,Médio,1
56,Pardo,Feminino,1,1,Casado,Médio,0
53,Negro,Feminino,1,0,Viúvo,Pós-graduação,1
50,Branco,Feminino,0,1,Solteiro,Pós-graduação,1
47,Amarelo,Feminino,0,0,Casado,Médio,1
54,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,1
40,Branco,Masculino,1,0,Viúvo,Pós-graduação,1
27,Branco,Feminino,1,1,Divorciado,Pós-graduação,0
22,Indígena,Feminino,0,0,Divorciado,Médio,1
53,Negro,Masculino,1,1,Casado,Médio,1
51,Amarelo,Feminino,1,1,Divorciado,Médio,0
69,Indígena,Feminino,0,1,Casado,Médio,0
48,Amarelo,Feminino,0,1,Casado,Pós-graduação,1
27,Branco,Masculino,1,1,Solteiro,Fundamental,1
36,Indígena,Feminino,1,1,Divorciado,Pós-graduação,1
49,Indígena,Masculino,1,1,Divorciado,Médio,0
18,Indígena,Masculino,1,1,Solteiro,Fundamental,1
22,Negro,Feminino,1,0,Solteiro,Superior,1
62,Indígena,Masculino,1,0,Viúvo,Superior,1
21,Amarelo,Masculino,0,0,Casado,Superior,0
33,Negro,Feminino,0,0,Divorciado,Superior,1
41,Amarelo,Feminino,0,1,Casado,Pós-graduação,0
33,Indígena,Feminino,0,1,Casado,Pós-graduação,1
19,Indígena,Masculino,0,1,Divorciado,Médio,0
66,Amarelo,Feminino,1,0,Casado,Médio,0
45,Pardo,Feminino,1,1,Solteiro,Fundamental,1
49,Indígena,Feminino,1,1,Viúvo,Fundamental,1
44,Indígena,Feminino,1,1,Divorciado,Superior,0
37,Negro,Masculino,1,1,Solteiro,Pós-graduação,1
41,Amarelo,Masculino,1,1,Viúvo,Médio,0
29,Indígena,Feminino,1,0,Viúvo,Fundamental,0
67,Amarelo,Masculino,1,0,Viúvo,Superior,0
52,Negro,Feminino,0,1,Divorciado,Médio,1
50,Amarelo,Feminino,1,0,Divorciado,Médio,1
50,Amarelo,Masculino,0,1,Solteiro,Médio,1
68,Negro,Masculino,1,0,Casado,Médio,0
60,Indígena,Masculino,1,1,Divorciado,Superior,0
54,Amarelo,Masculino,1,1,Viúvo,Médio,1
29,Pardo,Feminino,1,0,Solteiro,Pós-graduação,1
20,Indígena,Feminino,0,1,Viúvo,Fundamental,1
18,Negro,Masculino,0,0,Divorciado,Fundamental,1
50,Branco,Feminino,1,0,Viúvo,Fundamental,0
57,Pardo,Feminino,1,0,Viúvo,Fundamental,0
27,Indígena,Feminino,1,1,Solteiro,Pós-graduação,1
60,Negro,Masculino,0,1,Viúvo,Pós-graduação,1
61,Pardo,Masculino,1,1,Casado,Fundamental,0
46,Indígena,Feminino,1,1,Divorciado,Fundamental,1
30,Branco,Masculino,0,1,Viúvo,Superior,1
29,Indígena,Feminino,0,0,Viúvo,Superior,0
48,Branco,Masculino,0,1,Solteiro,Médio,1
63,Branco,Feminino,1,1,Viúvo,Fundamental,1
19,Amarelo,Feminino,0,0,Divorciado,Superior,1
68,Negro,Masculino,0,1,Viúvo,Médio,1
67,Amarelo,Feminino,0,1,Solteiro,Pós-graduação,0
52,Branco,Masculino,1,1,Solteiro,Pós-graduação,0
40,Negro,Masculino,1,1,Solteiro,Fundamental,0
34,Negro,Feminino,0,1,Casado,Fundamental,1
43,Negro,Masculino,1,1,Casado,Pós-graduação,1
25,Pardo,Masculino,1,0,Solteiro,Médio,1
46,Indígena,Feminino,0,1,Divorciado,Superior,0
43,Branco,Masculino,0,0,Casado,Superior,1
27,Negro,Feminino,0,0,Solteiro,Pós-graduação,0
43,Pardo,Masculino,0,0,Solteiro,Superior,1
51,Pardo,Feminino,0,1,Solteiro,Médio,0
68,Branco,Masculino,1,1,Casado,Superior,0
58,Amarelo,Feminino,0,0,Viúvo,Pós-graduação,0
24,Pardo,Feminino,0,1,Divorciado,Fundamental,1
21,Branco,Feminino,1,0,Casado,Pós-graduação,1
67,Pardo,Masculino,1,0,Solteiro,Superior,0
62,Branco,Masculino,0,0,Viúvo,Fundamental,1
28,Negro,Masculino,0,1,Solteiro,Pós-graduação,1
46,Amarelo,Masculino,0,0,Viúvo,Superior,1
53,Pardo,Masculino,1,1,Divorciado,Superior,0
42,Pardo,Masculino,0,1,Divorciado,Médio,1
38,Pardo,Masculino,1,0,Casado,Médio,0
53,Indígena,Masculino,0,1,Viúvo,Superior,1
27,Indígena,Masculino,0,1,Casado,Médio,0
54,Negro,Feminino,0,0,Divorciado,Médio,0
26,Pardo,Masculino,1,0,Divorciado,Superior,0
41,Amarelo,Feminino,1,0,Casado,Fundamental,1
52,Indígena,Feminino,0,0,Casado,Fundamental,1
66,Branco,Feminino,1,0,Divorciado,Superior,1
52,Branco,Masculino,0,0,Casado,Fundamental,0
65,Branco,Masculino,1,1,Viúvo,Pós-graduação,1
53,Negro,Feminino,0,1,Casado,Médio,1
35,Pardo,Feminino,0,0,Solteiro,Médio,1
66,Pardo,Masculino,0,0,Solteiro,Superior,0
56,Indígena,Masculino,0,0,Divorciado,Superior,0
49,Branco,Feminino,0,1,Viúvo,Pós-graduação,0
41,Negro,Feminino,0,1,Viúvo,Médio,1
40,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,0
49,Pardo,Masculino,1,0,Viúvo,Fundamental,1
54,Pardo,Feminino,1,0,Viúvo,Superior,1
29,Negro,Masculino,0,0,Divorciado,Pós-graduação,1
66,Indígena,Feminino,0,1,Divorciado,Pós-graduação,0
30,Negro,Feminino,0,1,Solteiro,Médio,1
40,Indígena,Feminino,1,1,Divorciado,Médio,0
42,Pardo,Masculino,0,1,Viúvo,Pós-graduação,1
52,Indígena,Masculino,1,1,Divorciado,Superior,0
58,Indígena,Feminino,0,1,Divorciado,Médio,0
47,Indígena,Masculino,0,1,Viúvo,Fundamental,0
34,Indígena,Masculino,1,1,Casado,Pós-graduação,1
66,Branco,Feminino,0,1,Casado,Superior,0
37,Branco,Feminino,0,0,Solteiro,Fundamental,0
65,Branco,Feminino,0,1,Viúvo,Pós-graduação,1
42,Branco,Masculino,0,0,Divorciado,Médio,1
39,Negro,Feminino,1,0,Casado,Pós-graduação,1
30,Amarelo,Masculino,0,1,Casado,Fundamental,0
36,Indígena,Masculino,1,0,Viúvo,Pós-graduação,1
66,Negro,Masculino,0,1,Casado,Superior,1
53,Branco,Feminino,0,1,Divorciado,Superior,1
29,Indígena,Feminino,0,1,Divorciado,Fundamental,1
58,Amarelo,Feminino,1,0,Viúvo,Fundamental,1
36,Indígena,Feminino,0,1,Divorciado,Pós-graduação,0
29,Pardo,Masculino,0,0,Viúvo,Fundamental,0
26,Pardo,Masculino,1,1,Divorciado,Médio,0
24,Negro,Feminino,0,0,Divorciado,Superior,0
45,Amarelo,Feminino,0,0,Casado,Superior,0
31,Negro,Masculino,0,1,Viúvo,Pós-graduação,0
48,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
69,Amarelo,Feminino,1,0,Viúvo,Fundamental,1
36,Negro,Masculino,0,0,Viúvo,Médio,0
64,Indígena,Feminino,0,0,Solteiro,Médio,0
33,Branco,Masculino,1,0,Divorciado,Médio,0
22,Indígena,Masculino,0,0,Solteiro,Pós-graduação,1
52,Negro,Feminino,0,1,Divorciado,Fundamental,0
29,Amarelo,Feminino,0,1,Divorciado,Médio,1
42,Amarelo,Feminino,1,1,Divorciado,Médio,0
69,Branco,Feminino,0,1,Solteiro,Médio,1
38,Negro,Masculino,1,0,Viúvo,Pós-graduação,0
53,Branco,Masculino,1,1,Solteiro,Superior,1
40,Pardo,Feminino,1,0,Divorciado,Médio,0
33,Indígena,Feminino,1,0,Divorciado,Fundamental,0
56,Pardo,Masculino,0,1,Viúvo,Fundamental,0
62,Pardo,Feminino,0,0,Divorciado,Pós-graduação,0
59,Branco,Feminino,1,1,Casado,Superior,1
56,Branco,Masculino,1,0,Casado,Fundamental,0
31,Indígena,Masculino,1,1,Solteiro,Superior,1
48,Branco,Masculino,1,0,Solteiro,Médio,0
22,Branco,Masculino,1,1,Viúvo,Fundamental,1
52,Branco,Feminino,0,1,Casado,Médio,0
40,Branco,Masculino,0,1,Casado,Superior,0
46,Branco,Masculino,0,0,Viúvo,Fundamental,0
60,Pardo,Masculino,0,1,Casado,Pós-graduação,0
28,Pardo,Feminino,1,0,Casado,Fundamental,0
35,Indígena,Masculino,1,0,Divorciado,Médio,1
64,Amarelo,Feminino,1,1,Casado,Pós-graduação,1
29,Indígena,Masculino,1,0,Viúvo,Médio,1
26,Negro,Masculino,1,0,Viúvo,Médio,1
27,Indígena,Masculino,1,0,Divorciado,Fundamental,0
61,Indígena,Feminino,0,1,Casado,Superior,0
34,Branco,Masculino,1,0,Solteiro,Fundamental,0
55,Branco,Masculino,0,1,Divorciado,Médio,1
24,Branco,Feminino,1,0,Divorciado,Médio,0
63,Amarelo,Feminino,0,0,Solteiro,Superior,0
30,Branco,Feminino,0,1,Viúvo,Médio,0
57,Negro,Masculino,0,0,Divorciado,Fundamental,1
59,Pardo,Feminino,0,1,Casado,Pós-graduação,0
26,Negro,Masculino,1,0,Casado,Pós-graduação,1
67,Amarelo,Masculino,1,0,Casado,Superior,1
44,Branco,Masculino,1,0,Viúvo,Pós-graduação,1
19,Indígena,Feminino,1,1,Solteiro,Pós-graduação,0
22,Pardo,Masculino,0,1,Viúvo,Pós-graduação,1
46,Amarelo,Masculino,0,0,Divorciado,Pós-graduação,1
54,Negro,Feminino,0,1,Solteiro,Fundamental,1
55,Branco,Feminino,0,1,Casado,Superior,0
36,Amarelo,Feminino,0,0,Casado,Superior,0
25,Amarelo,Feminino,1,0,Divorciado,Fundamental,1
65,Indígena,Feminino,0,0,Viúvo,Médio,0
62,Indígena,Masculino,0,0,Viúvo,Superior,1
18,Indígena,Feminino,1,1,Divorciado,Médio,0
39,Negro,Masculino,0,0,Solteiro,Pós-graduação,1
69,Indígena,Masculino,1,0,Casado,Fundamental,0
34,Amarelo,Feminino,1,1,Casado,Médio,1
24,Amarelo,Feminino,1,1,Solteiro,Pós-graduação,1
42,Amarelo,Feminino,1,0,Solteiro,Pós-graduação,1
62,Pardo,Feminino,0,0,Viúvo,Pós-graduação,0
21,Pardo,Feminino,1,0,Solteiro,Superior,1
53,Negro,Masculino,0,1,Casado,Superior,1
23,Indígena,Feminino,0,0,Solteiro,Pós-graduação,0
48,Amarelo,Feminino,1,1,Casado,Médio,0
36,Indígena,Masculino,1,1,Viúvo,Superior,1
61,Amarelo,Feminino,0,0,Viúvo,Pós-graduação,0
56,Pardo,Masculino,1,0,Divorciado,Fundamental,1
44,Amarelo,Feminino,0,0,Solteiro,Superior,1
27,Negro,Masculino,0,1,Casado,Superior,0
43,Branco,Masculino,0,1,Viúvo,Superior,0
36,Amarelo,Masculino,1,1,Casado,Superior,0
56,Negro,Masculino,1,0,Solteiro,Pós-graduação,1
20,Pardo,Masculino,1,1,Casado,Superior,1
62,Pardo,Feminino,0,1,Divorciado,Fundamental,0
30,Branco,Feminino,0,0,Casado,Fundamental,0
67,Indígena,Masculino,1,1,Solteiro,Superior,0
45,Indígena,Feminino,1,0,Casado,Médio,0
37,Amarelo,Feminino,1,1,Solteiro,Fundamental,0
45,Pardo,Masculino,0,1,Casado,Superior,0
25,Negro,Masculino,1,1,Solteiro,Médio,1
58,Branco,Masculino,0,0,Viúvo,Fundamental,0
56,Indígena,Masculino,1,1,Divorciado,Fundamental,0
18,Amarelo,Feminino,0,1,Viúvo,Pós-graduação,0
20,Amarelo,Masculino,1,1,Solteiro,Pós-graduação,1
30,Pardo,Feminino,1,0,Viúvo,Superior,1
45,Negro,Masculino,0,1,Viúvo,Médio,1
66,Negro,Feminino,0,0,Viúvo,Médio,1
42,Indígena,Feminino,1,1,Viúvo,Superior,1
50,Amarelo,Masculino,0,0,Viúvo,Superior,1
55,Pardo,Masculino,0,1,Solteiro,Superior,1
23,Negro,Feminino,1,1,Solteiro,Superior,1
61,Amarelo,Masculino,0,1,Solteiro,Médio,0
62,Negro,Feminino,0,0,Viúvo,Pós-graduação,0
49,Branco,Feminino,1,0,Solteiro,Pós-graduação,1
62,Negro,Feminino,0,0,Viúvo,Fundamental,0
64,Negro,Feminino,1,0,Solteiro,Fundamental,0
38,Amarelo,Feminino,0,1,Viúvo,Fundamental,0
33,Negro,Masculino,1,1,Viúvo,Médio,1
38,Negro,Feminino,1,1,Viúvo,Pós-graduação,0
28,Branco,Feminino,1,1,Viúvo,Pós-graduação,0
54,Negro,Feminino,0,1,Solteiro,Fundamental,1
53,Negro,Feminino,1,0,Casado,Pós-graduação,0
52,Amarelo,Feminino,0,1,Viúvo,Superior,0
36,Pardo,Feminino,1,0,Casado,Superior,0
37,Branco,Feminino,0,1,Solteiro,Pós-graduação,1
35,Negro,Feminino,1,0,Divorciado,Fundamental,1
64,Pardo,Feminino,1,0,Casado,Pós-graduação,0
58,Amarelo,Feminino,1,0,Casado,Pós-graduação,0
66,Branco,Feminino,1,0,Casado,Pós-graduação,0
31,Amarelo,Masculino,0,0,Casado,Superior,0
32,Pardo,Feminino,1,1,Divorciado,Fundamental,1
48,Branco,Feminino,0,0,Divorciado,Pós-graduação,1
18,Negro,Masculino,0,1,Divorciado,Médio,0
20,Pardo,Feminino,0,1,Divorciado,Fundamental,1
33,Amarelo,Masculino,0,0,Divorciado,Superior,0
40,Branco,Masculino,0,0,Divorciado,Superior,1
28,Pardo,Masculino,0,1,Divorciado,Superior,0
29,Pardo,Feminino,1,0,Casado,Pós-graduação,1
27,Amarelo,Feminino,0,0,Viúvo,Fundamental,1
49,Amarelo,Feminino,0,1,Divorciado,Superior,1
33,Negro,Feminino,0,1,Solteiro,Pós-graduação,1
25,Negro,Feminino,1,0,Casado,Médio,0
55,Pardo,Masculino,1,1,Viúvo,Superior,1
29,Amarelo,Masculino,0,0,Casado,Fundamental,0
41,Pardo,Feminino,1,0,Solteiro,Fundamental,1
45,Indígena,Feminino,1,0,Solteiro,Superior,1
25,Amarelo,Masculino,0,0,Divorciado,Médio,0
45,Indígena,Feminino,1,0,Solteiro,Médio,0
53,Indígena,Masculino,0,0,Divorciado,Superior,0
43,Amarelo,Feminino,1,1,Solteiro,Médio,1
25,Negro,Masculino,0,1,Solteiro,Pós-graduação,0
67,Pardo,Masculino,1,1,Divorciado,Pós-graduação,0
45,Branco,Feminino,1,1,Divorciado,Médio,0
45,Branco,Feminino,0,1,Solteiro,Pós-graduação,0
54,Amarelo,Feminino,1,1,Solteiro,Superior,0
58,Negro,Masculino,1,0,Solteiro,Médio,0
53,Negro,Masculino,0,0,Viúvo,Superior,1
44,Negro,Feminino,0,0,Divorciado,Médio,0
34,Branco,Feminino,1,0,Divorciado,Médio,0
26,Indígena,Feminino,1,1,Divorciado,Superior,1
50,Branco,Masculino,0,0,Solteiro,Fundamental,1
37,Negro,Feminino,1,1,Casado,Pós-graduação,0
30,Branco,Feminino,1,1,Viúvo,Médio,0
45,Branco,Feminino,0,1,Viúvo,Superior,1
65,Pardo,Feminino,0,0,Viúvo,Médio,0
46,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,0
30,Indígena,Feminino,1,1,Divorciado,Pós-graduação,0
63,Pardo,Feminino,1,0,Casado,Fundamental,1
52,Amarelo,Masculino,1,0,Divorciado,Fundamental,1
23,Negro,Masculino,0,0,Casado,Superior,1
35,Pardo,Masculino,0,1,Casado,Médio,0
68,Amarelo,Feminino,0,0,Divorciado,Superior,1
22,Pardo,Masculino,1,1,Divorciado,Fundamental,1
64,Branco,Masculino,1,0,Viúvo,Pós-graduação,1
42,Branco,Feminino,1,0,Divorciado,Médio,0
19,Pardo,Masculino,1,0,Casado,Pós-graduação,0
27,Pardo,Masculino,1,1,Solteiro,Fundamental,1
47,Indígena,Masculino,1,0,Solteiro,Fundamental,0
67,Negro,Masculino,0,0,Casado,Pós-graduação,0
62,Branco,Feminino,1,0,Casado,Superior,1
22,Pardo,Masculino,1,1,Solteiro,Superior,1
50,Amarelo,Feminino,1,0,Solteiro,Médio,0
18,Negro,Masculino,0,0,Solteiro,Superior,1
35,Amarelo,Masculino,0,1,Solteiro,Pós-graduação,0
49,Negro,Masculino,0,0,Divorciado,Superior,1
64,Amarelo,Masculino,0,0,Viúvo,Médio,0
66,Branco,Feminino,1,0,Viúvo,Superior,0
28,Pardo,Masculino,0,0,Solteiro,Pós-graduação,1
38,Pardo,Feminino,0,1,Viúvo,Superior,0
43,Indígena,Masculino,0,1,Solteiro,Pós-graduação,0
42,Pardo,Masculino,1,1,Divorciado,Superior,0
39,Branco,Feminino,0,0,Viúvo,Superior,0
44,Negro,Feminino,0,0,Viúvo,Médio,1
66,Negro,Masculino,0,0,Divorciado,Superior,0
30,Pardo,Masculino,0,0,Viúvo,Fundamental,1
50,Amarelo,Masculino,1,0,Solteiro,Médio,1
51,Pardo,Feminino,0,0,Solteiro,Superior,1
58,Negro,Masculino,0,0,Solteiro,Fundamental,0
52,Indígena,Masculino,0,1,Casado,Superior,1
18,Negro,Masculino,0,1,Casado,Pós-graduação,1
38,Amarelo,Feminino,1,1,Divorciado,Superior,0
65,Amarelo,Feminino,0,1,Divorciado,Médio,0
23,Indígena,Feminino,1,0,Divorciado,Médio,0
45,Amarelo,Feminino,0,1,Viúvo,Fundamental,0
34,Pardo,Masculino,0,1,Solteiro,Médio,0
22,Pardo,Feminino,0,0,Casado,Pós-graduação,1
48,Negro,Masculino,1,0,Divorciado,Superior,0
22,Branco,Feminino,1,0,Casado,Médio,0
55,Pardo,Feminino,1,1,Viúvo,Médio,0
20,Pardo,Masculino,0,0,Viúvo,Superior,1
40,Indígena,Feminino,1,0,Solteiro,Pós-graduação,1
54,Pardo,Feminino,1,1,Divorciado,Fundamental,1
54,Negro,Feminino,0,0,Solteiro,Fundamental,1
27,Indígena,Masculino,0,0,Divorciado,Fundamental,1
27,Pardo,Masculino,1,0,Solteiro,Médio,0
36,Negro,Feminino,0,1,Casado,Fundamental,0
34,Indígena,Feminino,0,1,Casado,Médio,1
38,Branco,Feminino,0,1,Viúvo,Superior,1
31,Negro,Masculino,1,1,Viúvo,Fundamental,0
26,Pardo,Feminino,0,0,Solteiro,Pós-graduação,1
63,Indígena,Feminino,1,1,Viúvo,Pós-graduação,0
18,Branco,Masculino,0,0,Viúvo,Superior,0
68,Negro,Feminino,1,0,Divorciado,Superior,1
62,Branco,Feminino,1,1,Solteiro,Superior,0
30,Negro,Masculino,0,1,Solteiro,Pós-graduação,1
21,Pardo,Masculino,1,0,Viúvo,Pós-graduação,0
18,Negro,Feminino,0,1,Solteiro,Médio,1
66,Pardo,Feminino,1,1,Viúvo,Superior,1
57,Negro,Feminino,1,1,Viúvo,Médio,0
49,Indígena,Masculino,0,0,Viúvo,Superior,1
51,Negro,Feminino,0,1,Solteiro,Superior,0
45,Negro,Feminino,1,0,Divorciado,Superior,0
48,Amarelo,Feminino,1,1,Viúvo,Médio,1
25,Amarelo,Feminino,1,1,Casado,Fundamental,0
56,Negro,Masculino,0,0,Divorciado,Superior,0
43,Amarelo,Masculino,0,1,Viúvo,Médio,0
51,Pardo,Feminino,1,1,Divorciado,Pós-graduação,1
20,Amarelo,Feminino,1,1,Solteiro,Fundamental,0
67,Negro,Masculino,0,0,Divorciado,Pós-graduação,0
29,Branco,Masculino,0,0,Casado,Pós-graduação,0
18,Branco,Feminino,0,0,Divorciado,Superior,1
61,Negro,Masculino,0,0,Solteiro,Pós-graduação,1
22,Negro,Feminino,1,1,Viúvo,Fundamental,0
47,Branco,Masculino,1,1,Viúvo,Médio,0
47,Indígena,Masculino,1,0,Viúvo,Pós-graduação,1
34,Amarelo,Feminino,0,0,Viúvo,Médio,0
65,Indígena,Masculino,1,0,Viúvo,Fundamental,0
64,Pardo,Feminino,0,0,Viúvo,Fundamental,1
40,Branco,Masculino,1,0,Divorciado,Fundamental,1
32,Branco,Feminino,0,1,Solteiro,Pós-graduação,0
54,Indígena,Masculino,0,1,Divorciado,Superior,1
38,Pardo,Masculino,0,1,Viúvo,Médio,1
31,Indígena,Masculino,0,0,Viúvo,Pós-graduação,1
19,Pardo,Masculino,1,1,Casado,Superior,1
28,Negro,Feminino,1,0,Solteiro,Pós-graduação,1
68,Negro,Feminino,1,0,Solteiro,Superior,1
56,Branco,Masculino,0,0,Casado,Pós-graduação,0
55,Negro,Feminino,0,0,Viúvo,Médio,0
51,Indígena,Feminino,1,1,Viúvo,Superior,1
55,Pardo,Feminino,0,1,Viúvo,Fundamental,1
67,Branco,Masculino,0,0,Casado,Médio,1
51,Negro,Masculino,0,1,Viúvo,Fundamental,0
35,Branco,Feminino,1,1,Divorciado,Fundamental,1
47,Branco,Feminino,0,0,Solteiro,Superior,0
32,Pardo,Masculino,1,0,Solteiro,Médio,1
44,Indígena,Feminino,1,1,Solteiro,Superior,0
68,Indígena,Feminino,1,1,Divorciado,Pós-graduação,0
51,Amarelo,Masculino,0,0,Divorciado,Superior,0
69,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
55,Negro,Feminino,0,1,Divorciado,Médio,1
50,Amarelo,Feminino,0,1,Divorciado,Fundamental,1
41,Amarelo,Feminino,0,0,Solteiro,Médio,0
32,Amarelo,Feminino,1,1,Divorciado,Pós-graduação,0
47,Amarelo,Feminino,1,1,Viúvo,Superior,1
59,Indígena,Feminino,1,1,Divorciado,Pós-graduação,1
68,Amarelo,Masculino,1,0,Divorciado,Superior,0
34,Negro,Masculino,0,0,Viúvo,Superior,1
22,Negro,Masculino,0,0,Divorciado,Médio,1
46,Branco,Masculino,1,1,Divorciado,Fundamental,1
21,Negro,Masculino,0,1,Viúvo,Médio,0
27,Branco,Masculino,0,0,Solteiro,Médio,1
34,Negro,Masculino,1,1,Solteiro,Superior,1
27,Amarelo,Masculino,0,0,Divorciado,Médio,1
34,Pardo,Feminino,0,0,Solteiro,Médio,1
37,Amarelo,Masculino,0,0,Viúvo,Médio,1
41,Indígena,Feminino,0,1,Casado,Fundamental,0
22,Branco,Feminino,0,1,Casado,Superior,0
51,Pardo,Feminino,1,1,Solteiro,Pós-graduação,1
23,Negro,Masculino,1,0,Solteiro,Superior,0
19,Amarelo,Feminino,0,1,Casado,Fundamental,0
30,Branco,Masculino,0,1,Solteiro,Superior,1
60,Branco,Feminino,0,1,Viúvo,Pós-graduação,0
60,Negro,Feminino,0,0,Viúvo,Pós-graduação,0
65,Branco,Feminino,0,1,Viúvo,Fundamental,0
28,Negro,Masculino,1,0,Solteiro,Fundamental,0
68,Negro,Feminino,1,0,Divorciado,Médio,1
64,Amarelo,Feminino,0,1,Divorciado,Pós-graduação,1
40,Branco,Masculino,0,1,Solteiro,Superior,0
33,Indígena,Masculino,1,0,Viúvo,Pós-graduação,1
48,Indígena,Feminino,0,0,Casado,Superior,0
28,Amarelo,Masculino,1,1,Casado,Médio,0
33,Amarelo,Feminino,1,1,Casado,Médio,0
25,Negro,Masculino,1,1,Viúvo,Superior,1
21,Indígena,Masculino,1,1,Divorciado,Fundamental,1
57,Branco,Masculino,1,1,Casado,Pós-graduação,1
21,Indígena,Masculino,1,0,Casado,Médio,1
42,Amarelo,Masculino,0,0,Divorciado,Médio,0
20,Amarelo,Masculino,1,1,Casado,Fundamental,0
49,Negro,Feminino,1,0,Viúvo,Pós-graduação,1
20,Branco,Feminino,0,1,Solteiro,Médio,0
44,Amarelo,Feminino,0,0,Solteiro,Superior,1
46,Branco,Feminino,1,1,Casado,Pós-graduação,0
49,Indígena,Feminino,0,1,Viúvo,Médio,1
67,Negro,Feminino,1,0,Viúvo,Médio,1
68,Indígena,Feminino,1,0,Divorciado,Superior,0
36,Amarelo,Feminino,1,1,Casado,Pós-graduação,0
38,Amarelo,Feminino,0,1,Casado,Pós-graduação,1
22,Branco,Feminino,0,0,Viúvo,Fundamental,0
35,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,1
45,Branco,Feminino,1,1,Solteiro,Médio,1
59,Pardo,Masculino,0,0,Viúvo,Médio,0
39,Amarelo,Feminino,0,1,Divorciado,Pós-graduação,0
38,Indígena,Masculino,1,0,Casado,Fundamental,0
23,Indígena,Masculino,1,1,Divorciado,Médio,0
18,Branco,Masculino,1,0,Casado,Fundamental,1
22,Pardo,Feminino,1,1,Solteiro,Superior,1
58,Amarelo,Masculino,0,1,Solteiro,Pós-graduação,1
29,Negro,Feminino,1,0,Casado,Fundamental,1
43,Negro,Masculino,0,1,Divorciado,Pós-graduação,0
63,Indígena,Feminino,0,0,Casado,Médio,1
51,Amarelo,Masculino,1,1,Divorciado,Superior,0
66,Negro,Masculino,1,1,Solteiro,Superior,0
31,Branco,Masculino,1,0,Solteiro,Médio,1
43,Amarelo,Masculino,1,1,Divorciado,Médio,1
62,Indígena,Feminino,0,0,Divorciado,Fundamental,1
44,Pardo,Masculino,0,0,Viúvo,Superior,0
26,Branco,Feminino,0,0,Solteiro,Fundamental,0
43,Branco,Feminino,0,1,Casado,Fundamental,1
64,Amarelo,Masculino,1,1,Casado,Fundamental,1
39,Pardo,Feminino,1,1,Solteiro,Superior,0
64,Branco,Feminino,1,1,Divorciado,Pós-graduação,1
47,Pardo,Masculino,1,1,Solteiro,Superior,0
60,Indígena,Masculino,0,0,Casado,Superior,0
65,Branco,Masculino,1,0,Casado,Fundamental,0
34,Negro,Feminino,1,0,Solteiro,Superior,1
