idade,renda,etnia,genero,casa_propria,outras_rendas,estado_civil,escolaridade,inadimplente
31,7383,Negro,Masculino,1,1,Solteiro,Médio,1
29,5780,Amarelo,Masculino,0,1,Casado,Fundamental,1
68,8783,Amarelo,Masculino,1,0,Viúvo,Médio,0
40,5301,Indígena,Feminino,0,1,Casado,Superior,0
32,8118,Amarelo,Masculino,0,0,Divorciado,Fundamental,1
45,7497,Indígena,Masculino,1,0,Solteiro,Fundamental,1
51,8918,Negro,Masculino,1,0,Casado,Superior,0
19,7618,Indígena,Masculino,0,1,Viúvo,Pós-graduação,0
49,5841,Negro,Feminino,1,0,Viúvo,Superior,0
40,6436,Negro,Masculino,0,0,Viúvo,Superior,0
39,1753,Amarelo,Feminino,1,0,Divorciado,Pós-graduação,1
68,5014,Amarelo,Feminino,0,0,Casado,Pós-graduação,1
42,3210,Indígena,Feminino,1,1,Viúvo,Médio,0
39,2866,Indígena,Masculino,0,1,Solteiro,Médio,1
39,9599,Amarelo,Feminino,0,0,Casado,Superior,0
66,2354,Indígena,Masculino,1,1,Viúvo,Superior,1
69,1381,Pardo,Masculino,1,1,Solteiro,Pós-graduação,1
59,2385,Indígena,Masculino,0,1,Divorciado,Superior,0
23,5865,Pardo,Feminino,1,1,Divorciado,Médio,1
32,6596,Indígena,Feminino,1,1,Divorciado,Fundamental,0
60,5772,Pardo,Feminino,0,1,Viúvo,Fundamental,1
54,5031,Negro,Masculino,0,0,Viúvo,Fundamental,1
50,4417,Branco,Feminino,0,0,Casado,Médio,0
25,6012,Indígena,Masculino,1,0,Casado,Médio,1
61,3885,Indígena,Feminino,0,1,Divorciado,Superior,1
61,4356,Negro,Masculino,0,0,Casado,Médio,1
22,2058,Amarelo,Masculino,0,1,Solteiro,Fundamental,0
56,3009,Amarelo,Feminino,1,1,Casado,Superior,0
21,6025,Amarelo,Feminino,1,1,Casado,Fundamental,0
23,9756,Negro,Feminino,0,0,Divorciado,Pós-graduação,0
62,4034,Branco,Feminino,1,1,Casado,Médio,1
49,6629,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,1
69,2145,Amarelo,Feminino,0,1,Casado,Pós-graduação,1
47,3160,Indígena,Feminino,0,1,Viúvo,Superior,1
64,6074,Negro,Masculino,1,0,Divorciado,Superior,1
52,4412,Negro,Feminino,0,0,Viúvo,Fundamental,1
57,4959,Pardo,Feminino,0,0,Divorciado,Fundamental,1
69,8054,Indígena,Feminino,1,0,Solteiro,Médio,1
33,3843,Pardo,Masculino,1,0,Divorciado,Fundamental,1
30,3616,Pardo,Feminino,1,0,Casado,Médio,0
67,1803,Branco,Masculino,0,0,Viúvo,Pós-graduação,1
59,7010,Amarelo,Feminino,0,0,Solteiro,Médio,0
47,8243,Negro,Masculino,0,0,Solteiro,Pós-graduação,1
36,5350,Pardo,Masculino,1,1,Divorciado,Superior,1
34,3086,Indígena,Feminino,0,0,Viúvo,Superior,0
36,3177,Negro,Masculino,1,0,Divorciado,Pós-graduação,0
45,4044,Amarelo,Feminino,0,0,Casado,Superior,1
43,4641,Negro,Feminino,1,1,Viúvo,Superior,1
54,4750,Branco,Feminino,0,1,Solteiro,Superior,0
43,1519,Amarelo,Masculino,0,0,Viúvo,Fundamental,1
40,9416,Amarelo,Masculino,1,0,Divorciado,Pós-graduação,0
26,6418,Negro,Masculino,0,0,Casado,Pós-graduação,0
29,4039,Indígena,Feminino,1,0,Divorciado,Fundamental,0
18,9432,Pardo,Masculino,0,1,Casado,Médio,1
18,6080,Pardo,Masculino,1,1,Solteiro,Superior,1
64,5510,Pardo,Feminino,1,1,Casado,Pós-graduação,0
51,5071,Negro,Masculino,0,0,Viúvo,Pós-graduação,1
49,8253,Indígena,Masculino,0,0,Divorciado,Pós-graduação,0
65,4424,Negro,Masculino,0,0,Divorciado,Pós-graduação,1
42,4010,Pardo,Feminino,0,1,Viúvo,Médio,1
57,8004,Pardo,Feminino,1,1,Casado,Fundamental,1
62,8069,Pardo,Masculino,1,0,Divorciado,Médio,0
18,6494,Indígena,Masculino,0,1,Viúvo,Pós-graduação,0
33,5606,Branco,Feminino,0,1,Viúvo,Fundamental,1
56,9358,Pardo,Masculino,0,0,Divorciado,Fundamental,1
22,5647,Pardo,Feminino,1,0,Casado,Superior,1
39,4322,Indígena,Feminino,1,0,Viúvo,Pós-graduação,1
46,3662,Negro,Masculino,0,1,Casado,Médio,0
20,5719,Amarelo,Feminino,1,0,Viúvo,Fundamental,0
29,7931,Amarelo,Masculino,1,1,Divorciado,Médio,1
43,4153,Indígena,Feminino,0,0,Viúvo,Superior,0
33,2192,Branco,Masculino,0,1,Casado,Superior,0
68,1807,Negro,Masculino,0,1,Casado,Superior,0
54,7524,Pardo,Masculino,0,1,Viúvo,Médio,0
39,3215,Negro,Feminino,0,1,Casado,Superior,0
46,2850,Branco,Masculino,1,1,Casado,Médio,0
31,8499,Pardo,Masculino,0,0,Divorciado,Médio,1
45,3308,Indígena,Masculino,1,1,Viúvo,Fundamental,0
22,2642,Indígena,Masculino,1,0,Viúvo,Fundamental,1
64,4676,Pardo,Feminino,0,0,Divorciado,Fundamental,0
66,8539,Pardo,Feminino,0,0,Viúvo,Fundamental,1
47,6650,Indígena,Masculino,0,0,Divorciado,Pós-graduação,0
63,8836,Branco,Masculino,1,0,Divorciado,Pós-graduação,1
69,4764,Branco,Feminino,0,0,Solteiro,Superior,0
22,5126,Indígena,Feminino,0,0,Divorciado,Pós-graduação,0
29,6947,Negro,Masculino,0,0,Solteiro,Superior,0
33,2670,Branco,Masculino,0,1,Divorciado,Médio,0
43,7615,Branco,Feminino,1,1,Viúvo,Fundamental,1
43,7284,Branco,Masculino,1,1,Solteiro,Pós-graduação,0
65,1873,Amarelo,Feminino,1,1,Viúvo,Médio,1
38,7611,Amarelo,Masculino,1,0,Casado,Pós-graduação,0
56,7466,Pardo,Masculino,0,0,Divorciado,Pós-graduação,1
53,2043,Branco,Masculino,1,1,Divorciado,Superior,1
50,6484,Amarelo,Masculino,0,1,Divorciado,Superior,0
47,4284,Branco,Masculino,0,1,Viúvo,Pós-graduação,0
54,8024,Branco,Masculino,1,1,Divorciado,Superior,0
40,5296,Pardo,Masculino,1,1,Viúvo,Médio,0
27,7139,Indígena,Feminino,1,1,Divorciado,Pós-graduação,0
22,3095,Indígena,Masculino,1,1,Solteiro,Pós-graduação,0
53,3943,Branco,Masculino,1,1,Solteiro,Fundamental,0
51,8390,Pardo,Feminino,1,1,Casado,Superior,0
69,3402,Amarelo,Feminino,1,0,Casado,Fundamental,1
48,9124,Negro,Masculino,0,0,Casado,Médio,1
27,8745,Pardo,Feminino,1,1,Viúvo,Médio,1
36,2558,Branco,Masculino,1,0,Solteiro,Superior,0
49,9717,Indígena,Masculino,0,1,Solteiro,Médio,1
18,5255,Amarelo,Feminino,1,1,Viúvo,Fundamental,1
22,3035,Pardo,Masculino,0,0,Viúvo,Superior,1
62,4011,Indígena,Feminino,1,1,Viúvo,Médio,0
21,2850,Pardo,Feminino,1,1,Solteiro,Médio,0
33,7152,Negro,Masculino,1,0,Casado,Fundamental,0
41,6112,Pardo,Masculino,0,1,Solteiro,Superior,1
33,1822,Negro,Masculino,0,1,Divorciado,Superior,1
19,8581,Amarelo,Feminino,1,1,Divorciado,Fundamental,0
66,9483,Branco,Masculino,1,0,Divorciado,Médio,0
45,7398,Branco,Masculino,1,1,Casado,Pós-graduação,1
49,2112,Negro,Masculino,0,1,Casado,Superior,1
44,6698,Amarelo,Feminino,0,1,Casado,Superior,1
37,8849,Pardo,Feminino,0,0,Solteiro,Superior,0
41,8386,Pardo,Masculino,1,0,Divorciado,Pós-graduação,0
29,2211,Amarelo,Masculino,0,0,Casado,Superior,1
67,8186,Negro,Masculino,1,1,Divorciado,Superior,1
52,5468,Negro,Feminino,0,0,Divorciado,Médio,0
50,3098,Branco,Feminino,1,0,Solteiro,Fundamental,1
50,5910,Branco,Masculino,1,0,Solteiro,Fundamental,1
68,3009,Amarelo,Masculino,1,1,Casado,Fundamental,0
60,7988,Pardo,Masculino,0,1,Divorciado,Superior,0
54,7059,Indígena,Masculino,1,0,Viúvo,Fundamental,1
29,4303,Negro,Masculino,1,1,Solteiro,Fundamental,0
20,2904,Amarelo,Feminino,1,1,Casado,Médio,0
18,4751,Indígena,Feminino,1,0,Casado,Pós-graduação,0
50,3148,Amarelo,Masculino,1,0,Casado,Fundamental,0
57,9218,Pardo,Masculino,1,0,Divorciado,Pós-graduação,0
27,4212,Indígena,Feminino,0,1,Solteiro,Médio,1
60,8715,Negro,Masculino,1,1,Casado,Fundamental,0
61,8357,Amarelo,Masculino,1,1,Divorciado,Pós-graduação,1
46,3649,Amarelo,Masculino,1,1,Casado,Superior,1
30,5831,Branco,Feminino,1,1,Solteiro,Fundamental,1
29,6238,Pardo,Masculino,1,0,Casado,Pós-graduação,0
48,1809,Amarelo,Feminino,0,0,Viúvo,Superior,0
63,4937,Negro,Feminino,1,0,Casado,Superior,0
19,6955,Indígena,Feminino,1,0,Divorciado,Fundamental,1
68,3991,Branco,Masculino,0,1,Casado,Fundamental,1
67,5900,Indígena,Masculino,0,0,Casado,Superior,1
52,4784,Indígena,Masculino,1,0,Casado,Médio,0
40,2536,Branco,Feminino,0,0,Viúvo,Superior,1
34,4283,Amarelo,Feminino,1,0,Divorciado,Pós-graduação,0
43,6355,Pardo,Masculino,1,0,Casado,Superior,0
25,2348,Pardo,Feminino,0,1,Solteiro,Pós-graduação,0
46,3097,Indígena,Masculino,0,0,Casado,Superior,0
43,6025,Indígena,Masculino,1,1,Casado,Superior,1
27,6032,Pardo,Masculino,1,1,Viúvo,Médio,0
43,4207,Negro,Feminino,0,1,Divorciado,Superior,0
51,5894,Negro,Feminino,0,1,Viúvo,Pós-graduação,0
68,7629,Indígena,Feminino,1,0,Divorciado,Fundamental,1
58,4612,Pardo,Masculino,0,1,Divorciado,Pós-graduação,0
24,2105,Branco,Masculino,1,1,Solteiro,Médio,0
21,6747,Amarelo,Feminino,0,1,Viúvo,Superior,0
67,4119,Branco,Masculino,0,0,Divorciado,Superior,0
62,1776,Negro,Feminino,0,0,Casado,Pós-graduação,0
28,1582,Negro,Masculino,1,1,Divorciado,Fundamental,1
46,7618,Negro,Feminino,0,0,Divorciado,Superior,0
53,4799,Indígena,Feminino,0,0,Casado,Fundamental,0
42,4961,Indígena,Masculino,0,1,Divorciado,Fundamental,0
38,8445,Branco,Feminino,0,0,Casado,Fundamental,1
53,2265,Branco,Feminino,0,1,Divorciado,Superior,0
27,6696,Branco,Masculino,0,1,Divorciado,Fundamental,0
54,9207,Negro,Masculino,1,1,Casado,Superior,1
26,4719,Amarelo,Masculino,1,0,Divorciado,Superior,0
41,3229,Amarelo,Masculino,0,0,Casado,Pós-graduação,0
52,4242,Pardo,Masculino,0,1,Viúvo,Fundamental,0
66,9085,Pardo,Masculino,1,1,Divorciado,Fundamental,1
52,9689,Negro,Feminino,1,1,Viúvo,Fundamental,0
65,1517,Pardo,Masculino,1,0,Casado,Médio,0
53,1383,Amarelo,Feminino,0,0,Divorciado,Médio,0
35,9353,Indígena,Masculino,1,0,Solteiro,Superior,0
66,6078,Negro,Feminino,1,0,Solteiro,Pós-graduação,0
56,8871,Indígena,Feminino,0,1,Divorciado,Pós-graduação,0
49,6279,Pardo,Masculino,0,0,Casado,Fundamental,0
41,9014,Indígena,Masculino,0,0,Casado,Fundamental,0
40,7199,Branco,Feminino,0,1,Viúvo,Fundamental,0
49,9329,Negro,Feminino,0,0,Solteiro,Médio,1
54,7229,Negro,Masculino,0,1,Casado,Pós-graduação,0
29,1589,Pardo,Masculino,1,0,Solteiro,Superior,0
66,6165,Amarelo,Masculino,0,1,Divorciado,Fundamental,1
30,6462,Indígena,Masculino,0,1,Casado,Fundamental,0
40,8771,Indígena,Masculino,1,1,Viúvo,Pós-graduação,1
42,9101,Indígena,Masculino,1,0,Viúvo,Médio,0
52,1600,Indígena,Feminino,0,1,Viúvo,Pós-graduação,1
58,6190,Pardo,Masculino,1,1,Casado,Fundamental,1
47,9293,Indígena,Feminino,1,0,Casado,Pós-graduação,1
34,9033,Branco,Feminino,1,1,Viúvo,Fundamental,1
66,9278,Indígena,Masculino,1,0,Solteiro,Superior,1
37,2932,Branco,Masculino,0,1,Casado,Fundamental,1
65,4861,Indígena,Masculino,0,0,Divorciado,Superior,0
42,5488,Amarelo,Masculino,0,1,Divorciado,Fundamental,1
39,4585,Indígena,Feminino,0,0,Viúvo,Superior,0
30,6567,Negro,Feminino,0,0,Solteiro,Pós-graduação,0
36,9584,Indígena,Feminino,0,0,Divorciado,Pós-graduação,1
66,5305,Amarelo,Masculino,1,0,Viúvo,Fundamental,0
53,7116,Indígena,Feminino,1,1,Solteiro,Médio,0
29,8072,Amarelo,Feminino,0,0,Viúvo,Superior,0
58,5002,Branco,Masculino,1,1,Viúvo,Superior,1
36,3067,Pardo,Feminino,1,0,Viúvo,Médio,1
29,6265,Pardo,Masculino,1,1,Divorciado,Superior,0
26,7772,Branco,Masculino,0,1,Viúvo,Fundamental,0
24,7274,Indígena,Feminino,1,1,Divorciado,Fundamental,1
45,8724,Negro,Masculino,1,0,Solteiro,Superior,0
31,8514,Negro,Feminino,0,0,Divorciado,Fundamental,0
48,8158,Amarelo,Masculino,1,1,Divorciado,Médio,0
69,2035,Indígena,Masculino,1,0,Viúvo,Pós-graduação,0
36,2417,Amarelo,Feminino,0,0,Casado,Superior,1
64,5658,Indígena,Feminino,0,1,Casado,Médio,1
33,9396,Indígena,Feminino,0,0,Divorciado,Médio,0
22,8383,Indígena,Feminino,0,0,Solteiro,Superior,0
52,2134,Negro,Feminino,1,0,Casado,Fundamental,0
29,5912,Amarelo,Masculino,1,1,Casado,Fundamental,1
42,8802,Branco,Feminino,0,1,Solteiro,Médio,0
69,1660,Branco,Feminino,1,0,Casado,Médio,1
38,6512,Pardo,Feminino,1,0,Divorciado,Superior,0
53,3483,Negro,Masculino,0,0,Divorciado,Pós-graduação,0
40,9204,Branco,Feminino,1,1,Divorciado,Médio,0
33,6301,Branco,Masculino,1,1,Solteiro,Superior,0
56,4312,Amarelo,Masculino,1,1,Viúvo,Superior,1
62,3819,Pardo,Feminino,1,1,Viúvo,Superior,1
59,3982,Amarelo,Feminino,0,1,Casado,Superior,0
56,4752,Negro,Feminino,1,1,Divorciado,Fundamental,0
31,5468,Amarelo,Feminino,1,0,Solteiro,Fundamental,0
48,5431,Indígena,Feminino,0,0,Viúvo,Médio,1
22,9117,Amarelo,Masculino,0,1,Viúvo,Fundamental,0
52,7547,Negro,Feminino,0,0,Divorciado,Superior,1
40,8336,Pardo,Masculino,0,1,Viúvo,Fundamental,0
46,9451,Amarelo,Feminino,0,0,Divorciado,Médio,0
60,8489,Branco,Feminino,0,0,Divorciado,Fundamental,1
28,7107,Negro,Feminino,1,1,Viúvo,Médio,0
35,1607,Branco,Feminino,1,0,Divorciado,Médio,0
64,7390,Amarelo,Masculino,0,0,Solteiro,Médio,0
29,9056,Pardo,Feminino,1,1,Solteiro,Superior,1
26,8644,Pardo,Feminino,0,0,Viúvo,Fundamental,0
27,5248,Amarelo,Feminino,1,1,Solteiro,Pós-graduação,1
61,9242,Negro,Feminino,0,1,Divorciado,Superior,1
34,9235,Indígena,Feminino,1,0,Solteiro,Médio,0
55,2904,Amarelo,Feminino,0,0,Solteiro,Médio,0
24,4525,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,1
63,5689,Pardo,Masculino,0,0,Divorciado,Médio,1
30,4492,Amarelo,Masculino,1,1,Viúvo,Fundamental,1
57,5755,Amarelo,Masculino,0,1,Casado,Superior,1
59,8881,Pardo,Masculino,1,0,Solteiro,Pós-graduação,1
26,2661,Pardo,Masculino,0,0,Solteiro,Superior,0
67,6923,Negro,Feminino,0,0,Casado,Superior,0
44,1521,Branco,Masculino,1,0,Casado,Pós-graduação,0
19,2584,Amarelo,Masculino,1,0,Casado,Fundamental,0
22,5572,Indígena,Feminino,0,1,Solteiro,Pós-graduação,0
46,7277,Indígena,Masculino,1,1,Divorciado,Pós-graduação,0
54,5044,Amarelo,Feminino,0,0,Divorciado,Superior,1
55,9085,Amarelo,Feminino,1,0,Solteiro,Médio,0
36,6848,Pardo,Masculino,1,0,Casado,Médio,0
25,5812,Negro,Masculino,1,1,Casado,Pós-graduação,0
65,3795,Negro,Feminino,0,0,Viúvo,Superior,1
62,8564,Pardo,Masculino,0,0,Viúvo,Médio,0
18,5680,Indígena,Masculino,0,0,Solteiro,Superior,1
39,6844,Branco,Masculino,0,1,Viúvo,Médio,1
69,8015,Indígena,Masculino,0,0,Viúvo,Pós-graduação,1
34,4708,Indígena,Feminino,0,1,Divorciado,Superior,0
24,7565,Branco,Masculino,0,1,Viúvo,Superior,0
42,6197,Branco,Masculino,0,0,Casado,Fundamental,1
62,7755,Negro,Masculino,1,0,Casado,Fundamental,0
21,9637,Branco,Masculino,0,1,Viúvo,Superior,1
53,1642,Pardo,Feminino,0,1,Viúvo,Superior,0
23,4543,Branco,Masculino,1,0,Solteiro,Médio,1
48,2845,Indígena,Feminino,0,1,Divorciado,Pós-graduação,1
36,3434,Pardo,Masculino,0,0,Viúvo,Pós-graduação,1
61,3542,Branco,Masculino,1,0,Casado,Médio,0
56,5267,Negro,Feminino,0,1,Solteiro,Pós-graduação,1
44,8957,Negro,Feminino,1,0,Viúvo,Fundamental,1
27,6592,Indígena,Masculino,1,0,Divorciado,Superior,1
43,6450,Amarelo,Masculino,0,1,Casado,Superior,1
36,9054,Indígena,Masculino,1,0,Divorciado,Pós-graduação,0
56,7007,Branco,Feminino,1,0,Viúvo,Fundamental,1
20,2262,Indígena,Masculino,1,1,Viúvo,Fundamental,1
62,4679,Pardo,Feminino,0,1,Divorciado,Fundamental,1
30,7752,Indígena,Feminino,1,1,Solteiro,Pós-graduação,1
67,7863,Negro,Feminino,0,0,Viúvo,Pós-graduação,1
45,8140,Pardo,Masculino,0,0,Casado,Médio,1
37,1474,Negro,Feminino,1,0,Viúvo,Superior,1
45,8559,Indígena,Masculino,1,0,Solteiro,Superior,1
25,4015,Branco,Feminino,1,0,Casado,Médio,0
58,1413,Indígena,Masculino,1,1,Solteiro,Fundamental,1
56,8607,Pardo,Masculino,1,0,Divorciado,Fundamental,0
18,6001,Negro,Feminino,0,1,Divorciado,Superior,1
20,5525,Indígena,Feminino,0,0,Divorciado,Superior,0
30,7712,Branco,Masculino,0,1,Viúvo,Fundamental,1
45,2437,Branco,Masculino,0,1,Solteiro,Superior,1
66,1673,Amarelo,Feminino,0,1,Solteiro,Médio,0
42,9371,Branco,Feminino,1,1,Divorciado,Superior,0
50,1678,Indígena,Feminino,0,0,Viúvo,Superior,1
55,5259,Branco,Feminino,1,0,Solteiro,Fundamental,0
23,6363,Branco,Masculino,0,1,Solteiro,Pós-graduação,1
61,7173,Pardo,Feminino,0,1,Divorciado,Médio,1
62,6614,Branco,Feminino,0,1,Viúvo,Superior,1
49,7847,Indígena,Feminino,1,1,Casado,Médio,1
62,8821,Branco,Masculino,1,0,Casado,Pós-graduação,0
64,6660,Negro,Feminino,1,1,Casado,Superior,1
38,3402,Amarelo,Masculino,0,0,Viúvo,Médio,0
33,1904,Amarelo,Feminino,0,0,Solteiro,Superior,0
38,2755,Pardo,Feminino,1,0,Viúvo,Pós-graduação,0
28,4932,Indígena,Feminino,0,0,Casado,Pós-graduação,0
54,2075,Indígena,Feminino,0,1,Solteiro,Superior,0
53,7350,Pardo,Feminino,1,0,Casado,Fundamental,1
52,7746,Amarelo,Feminino,1,1,Viúvo,Superior,1
36,5941,Negro,Masculino,1,0,Solteiro,Superior,0
37,7919,Amarelo,Feminino,0,0,Divorciado,Fundamental,1
35,7502,Amarelo,Feminino,1,1,Viúvo,Fundamental,0
64,9463,Negro,Feminino,0,0,Solteiro,Fundamental,0
58,6066,Amarelo,Masculino,0,0,Casado,Médio,0
66,8150,Branco,Feminino,0,0,Viúvo,Fundamental,0
31,8215,Indígena,Feminino,1,0,Solteiro,Fundamental,1
32,6160,Amarelo,Feminino,1,1,Solteiro,Médio,1
48,3203,Negro,Masculino,0,0,Viúvo,Pós-graduação,0
18,1818,Indígena,Feminino,0,0,Viúvo,Pós-graduação,0
20,2045,Indígena,Masculino,0,1,Solteiro,Médio,1
33,7663,Amarelo,Feminino,0,1,Solteiro,Pós-graduação,1
40,4061,Amarelo,Feminino,1,0,Casado,Superior,1
28,4153,Amarelo,Feminino,1,0,Divorciado,Pós-graduação,0
29,2121,Pardo,Feminino,0,0,Divorciado,Pós-graduação,0
27,3407,Indígena,Masculino,1,1,Divorciado,Médio,1
49,1959,Pardo,Masculino,0,0,Casado,Médio,0
33,3907,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,0
25,1870,Negro,Masculino,1,0,Casado,Pós-graduação,1
55,5961,Amarelo,Masculino,1,1,Viúvo,Pós-graduação,0
29,1813,Amarelo,Masculino,1,0,Viúvo,Fundamental,1
41,5172,Branco,Masculino,0,1,Viúvo,Superior,0
45,7961,Branco,Feminino,1,0,Casado,Superior,0
25,3484,Indígena,Masculino,1,0,Casado,Pós-graduação,0
45,4837,Indígena,Feminino,0,0,Solteiro,Superior,1
53,6733,Indígena,Masculino,0,0,Casado,Fundamental,1
43,7812,Pardo,Masculino,0,0,Solteiro,Médio,1
25,9033,Indígena,Masculino,0,1,Casado,Superior,0
67,7412,Branco,Feminino,0,0,Viúvo,Fundamental,0
45,9298,Indígena,Masculino,0,1,Solteiro,Pós-graduação,1
45,6462,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,1
54,1810,Branco,Feminino,1,0,Casado,Fundamental,1
58,2873,Pardo,Masculino,0,1,Divorciado,Médio,1
53,5385,Pardo,Masculino,1,1,Solteiro,Pós-graduação,0
44,2484,Indígena,Masculino,1,0,Divorciado,Superior,1
34,8996,Pardo,Masculino,1,0,Solteiro,Médio,0
26,3468,Pardo,Masculino,1,0,Casado,Médio,0
50,3294,Branco,Feminino,1,0,Divorciado,Superior,0
37,8609,Indígena,Feminino,1,1,Viúvo,Fundamental,0
30,1829,Indígena,Feminino,1,0,Viúvo,Fundamental,1
45,2638,Amarelo,Masculino,0,1,Casado,Médio,0
65,8506,Indígena,Feminino,1,1,Casado,Superior,0
46,8303,Indígena,Feminino,0,0,Divorciado,Fundamental,1
30,8828,Branco,Masculino,1,1,Divorciado,Médio,0
63,8969,Amarelo,Feminino,0,0,Casado,Superior,0
52,1717,Amarelo,Feminino,1,1,Divorciado,Médio,0
23,2841,Indígena,Feminino,1,1,Viúvo,Fundamental,1
35,1933,Negro,Masculino,0,0,Casado,Pós-graduação,1
68,4076,Amarelo,Masculino,1,0,Viúvo,Fundamental,1
22,5957,Indígena,Masculino,1,1,Solteiro,Médio,1
64,4137,Indígena,Masculino,0,1,Solteiro,Médio,1
42,5725,Branco,Feminino,1,1,Divorciado,Fundamental,1
19,1976,Amarelo,Masculino,0,0,Casado,Fundamental,1
27,4586,Amarelo,Masculino,1,1,Solteiro,Superior,1
47,6915,Negro,Masculino,1,0,Solteiro,Pós-graduação,0
67,2443,Indígena,Masculino,0,0,Viúvo,Fundamental,0
62,2819,Amarelo,Feminino,0,1,Solteiro,Pós-graduação,0
22,3168,Pardo,Masculino,0,0,Divorciado,Médio,0
50,7529,Amarelo,Feminino,0,0,Viúvo,Pós-graduação,0
18,6015,Indígena,Masculino,1,0,Solteiro,Fundamental,1
35,6927,Pardo,Masculino,1,1,Casado,Fundamental,0
49,5884,Negro,Masculino,0,1,Solteiro,Superior,0
64,8866,Pardo,Masculino,1,1,Divorciado,Superior,0
66,5993,Branco,Feminino,0,1,Viúvo,Pós-graduação,1
28,3721,Pardo,Feminino,0,0,Viúvo,Fundamental,1
38,1618,Pardo,Masculino,0,0,Casado,Médio,0
43,8540,Pardo,Masculino,0,0,Viúvo,Fundamental,1
42,5672,Indígena,Feminino,0,0,Casado,Fundamental,0
39,7486,Negro,Feminino,1,0,Solteiro,Pós-graduação,1
44,3142,Pardo,Feminino,0,0,Solteiro,Pós-graduação,0
66,7493,Branco,Feminino,0,0,Solteiro,Pós-graduação,0
30,8189,Amarelo,Masculino,0,1,Viúvo,Fundamental,1
50,7720,Pardo,Masculino,1,1,Solteiro,Superior,1
51,3310,Amarelo,Feminino,0,1,Casado,Pós-graduação,0
58,2994,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,1
52,6927,Amarelo,Masculino,0,0,Viúvo,Superior,1
18,8092,Pardo,Feminino,0,1,Casado,Médio,1
38,4386,Indígena,Feminino,0,1,Divorciado,Fundamental,0
65,6426,Pardo,Feminino,0,0,Divorciado,Pós-graduação,1
23,5693,Pardo,Feminino,1,1,Solteiro,Fundamental,1
45,9334,Indígena,Masculino,0,1,Casado,Superior,1
34,7096,Negro,Feminino,0,0,Casado,Médio,0
22,5061,Indígena,Feminino,0,0,Solteiro,Superior,0
48,9095,Pardo,Feminino,1,1,Solteiro,Pós-graduação,0
22,7405,Pardo,Masculino,1,0,Viúvo,Superior,1
55,9341,Indígena,Masculino,1,1,Viúvo,Fundamental,0
20,2855,Branco,Masculino,1,1,Solteiro,Médio,0
40,6141,Indígena,Masculino,0,1,Casado,Superior,0
54,9615,Amarelo,Feminino,0,1,Viúvo,Superior,1
54,6825,Indígena,Feminino,0,0,Casado,Médio,0
27,2322,Branco,Feminino,1,0,Solteiro,Superior,0
27,8706,Amarelo,Feminino,0,1,Casado,Pós-graduação,1
36,9264,Pardo,Masculino,0,0,Viúvo,Médio,1
34,8844,Negro,Feminino,0,1,Solteiro,Pós-graduação,0
38,5513,Indígena,Masculino,0,0,Solteiro,Médio,0
31,5687,Indígena,Feminino,1,0,Viúvo,Superior,0
26,3978,Indígena,Feminino,1,0,Viúvo,Pós-graduação,0
63,7843,Indígena,Masculino,1,0,Divorciado,Fundamental,0
18,4551,Branco,Feminino,0,0,Casado,Médio,1
68,2187,Amarelo,Masculino,1,0,Divorciado,Superior,1
62,2508,Branco,Masculino,0,0,Solteiro,Pós-graduação,1
30,1763,Negro,Masculino,1,1,Divorciado,Médio,0
21,5914,Branco,Masculino,1,1,Casado,Superior,0
18,3453,Indígena,Feminino,0,0,Solteiro,Pós-graduação,0
66,7655,Negro,Masculino,1,0,Solteiro,Pós-graduação,0
57,8514,Negro,Feminino,0,0,Viúvo,Fundamental,0
49,4368,Negro,Masculino,1,1,Viúvo,Superior,1
51,4166,Pardo,Masculino,1,1,Divorciado,Fundamental,1
45,1750,Branco,Feminino,1,1,Divorciado,Fundamental,1
48,2305,Negro,Masculino,0,0,Viúvo,Superior,0
25,3421,Amarelo,Feminino,0,1,Casado,Pós-graduação,0
56,5410,Negro,Masculino,1,0,Viúvo,Fundamental,0
43,7525,Amarelo,Masculino,0,1,Divorciado,Fundamental,0
51,4778,Branco,Feminino,1,0,Casado,Superior,1
20,7783,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,0
67,6576,Branco,Masculino,1,0,Casado,Médio,0
29,7802,Branco,Masculino,1,0,Viúvo,Fundamental,1
18,5770,Indígena,Feminino,1,0,Solteiro,Superior,1
61,3069,Indígena,Masculino,1,1,Viúvo,Pós-graduação,1
22,1559,Pardo,Feminino,0,0,Viúvo,Fundamental,0
47,6306,Indígena,Feminino,1,1,Solteiro,Pós-graduação,1
47,5654,Amarelo,Masculino,1,1,Divorciado,Superior,0
34,7901,Negro,Masculino,1,0,Divorciado,Fundamental,1
65,9018,Branco,Feminino,1,1,Casado,Pós-graduação,0
64,7792,Indígena,Feminino,1,1,Solteiro,Médio,1
40,7548,Branco,Masculino,1,0,Viúvo,Médio,0
32,8406,Amarelo,Feminino,1,1,Solteiro,Pós-graduação,0
54,2214,Indígena,Masculino,0,0,Viúvo,Pós-graduação,1
